t_abs,phase,block,trial_idx_in_block,question_number,question_year,question_type,question_field,marker_name,marker_code,rt_from_phase,choice,correct,button_click_time,option_view_time,note
75.835883,button_click,C1,3,68,2017,concrete,CH,BUTTON_CLICK,13,1.0246858000173233,,,1.024671,,
75.970934,q_options_on,C1,3,68,2017,concrete,CH,Q_OPTIONS_ON,15,3.029999788850546e-05,,,,,
76.988139,answer,C1,3,68,2017,concrete,CH,ANS_B,22,1.0172360999858938,B,,,1.017220,
77.494556,block_rest_wait,C1,-1,,,,,BLOCK_REST,93,,,,,,Waiting 393.8s to complete 7-min block
471.335820,block_end,C1,-1,,,,,BLK_OFF,92,,,,,,C1 end (actual 420.0s)
521.706472,block_start,C2,-1,,,,,BLK_ON,91,,,,,,C2 start (target 420s)
524.727147,iti,C2,1,76,2021,concrete,CH,ITI,99,3.020511299953796,,,,,ITI duration: 3.01s
524.769131,q_text_on,C2,1,76,2021,concrete,CH,Q_TEXT_ON,11,3.0800001695752144e-05,,,,,
525.818235,button_click,C2,1,76,2021,concrete,CH,BUTTON_CLICK,13,1.0491340000298806,,,1.049125,,
525.946661,q_stem_on,C2,1,76,2021,concrete,CH,Q_STEM_ON,14,4.88999648950994e-05,,,,,
526.703800,button_click,C2,1,76,2021,concrete,CH,BUTTON_CLICK,13,0.7571875000139698,,,0.757177,,
526.853869,q_options_on,C2,1,76,2021,concrete,CH,Q_OPTIONS_ON,15,5.470000905916095e-05,,,,,
528.587012,answer,C2,1,76,2021,concrete,CH,ANS_A,21,1.733198000001721,A,,,1.733183,
533.819122,iti,C2,2,70,2020,concrete,CH,ITI,99,4.72419230005471,,,,,ITI duration: 4.72s
533.847381,q_text_on,C2,2,70,2020,concrete,CH,Q_TEXT_ON,11,4.3000036384910345e-05,,,,,
